simTime,simFrame,playerId,markerid,roadId,laneId,prevId,nextId,laneType,laneColor,laneWidth,laneHeight,lateralDist,previewDx
8719.333788,523161,1,0,50,2,-1,-1,2,1,0.150000,0.092893,1.822334,60.000000,
8719.333788,523161,1,2,50,3,-1,-2,2,1,0.150000,-0.041000,-1.524989,60.000000,
8719.333788,523161,1,4,50,1,-1,-3,1,1,0.300000,0.229784,5.244597,60.000000,
8719.333788,523161,1,6,50,4,-1,-4,1,1,0.300000,-0.177890,-4.947253,60.000000,
8719.350455,523162,1,0,50,2,-1,-1,2,1,0.150000,0.092918,1.822959,60.000000,
8719.350455,523162,1,2,50,3,-1,-2,2,1,0.150000,-0.040975,-1.524364,60.000000,
8719.350455,523162,1,4,50,1,-1,-3,1,1,0.300000,0.229809,5.245223,60.000000,
8719.350455,523162,1,6,50,4,-1,-4,1,1,0.300000,-0.177865,-4.946627,60.000000,
8719.367121,523163,1,0,50,2,-1,-1,2,1,0.150000,0.092943,1.823585,60.000000,
8719.367121,523163,1,2,50,3,-1,-2,2,1,0.150000,-0.040950,-1.523739,60.000000,
8719.367121,523163,1,4,50,1,-1,-3,1,1,0.300000,0.229834,5.245848,60.000000,
8719.367121,523163,1,6,50,4,-1,-4,1,1,0.300000,-0.177840,-4.946002,60.000000,
8719.383788,523164,1,0,50,2,-1,-1,2,1,0.150000,0.092968,1.824209,60.000000,
8719.383788,523164,1,2,50,3,-1,-2,2,1,0.150000,-0.040925,-1.523114,60.000000,
8719.383788,523164,1,4,50,1,-1,-3,1,1,0.300000,0.229859,5.246473,60.000000,
8719.383788,523164,1,6,50,4,-1,-4,1,1,0.300000,-0.177815,-4.945377,60.000000,
8719.400455,523165,1,0,50,2,-1,-1,2,1,0.150000,0.092993,1.824834,60.000000,
8719.400455,523165,1,2,50,3,-1,-2,2,1,0.150000,-0.040900,-1.522490,60.000000,
8719.400455,523165,1,4,50,1,-1,-3,1,1,0.300000,0.229884,5.247097,60.000000,
8719.400455,523165,1,6,50,4,-1,-4,1,1,0.300000,-0.177790,-4.944753,60.000000,
8719.417121,523166,1,0,50,2,-1,-1,2,1,0.150000,0.093018,1.825457,60.000000,
8719.417121,523166,1,2,50,3,-1,-2,2,1,0.150000,-0.040875,-1.521866,60.000000,
8719.417121,523166,1,4,50,1,-1,-3,1,1,0.300000,0.229909,5.247721,60.000000,
8719.417121,523166,1,6,50,4,-1,-4,1,1,0.300000,-0.177765,-4.944129,60.000000,
8719.433788,523167,1,0,50,2,-1,-1,2,1,0.150000,0.093043,1.826081,60.000000,
8719.433788,523167,1,2,50,3,-1,-2,2,1,0.150000,-0.040850,-1.521242,60.000000,
8719.433788,523167,1,4,50,1,-1,-3,1,1,0.300000,0.229934,5.248344,60.000000,
8719.433788,523167,1,6,50,4,-1,-4,1,1,0.300000,-0.177740,-4.943506,60.000000,
8719.450455,523168,1,0,50,2,-1,-1,2,1,0.150000,0.093068,1.826704,60.000000,
8719.450455,523168,1,2,50,3,-1,-2,2,1,0.150000,-0.040825,-1.520619,60.000000,
8719.450455,523168,1,4,50,1,-1,-3,1,1,0.300000,0.229959,5.248967,60.000000,
8719.450455,523168,1,6,50,4,-1,-4,1,1,0.300000,-0.177715,-4.942883,60.000000,
8719.467121,523169,1,0,50,2,-1,-1,2,1,0.150000,0.093093,1.827326,60.000000,
8719.467121,523169,1,2,50,3,-1,-2,2,1,0.150000,-0.040800,-1.519997,60.000000,
8719.467121,523169,1,4,50,1,-1,-3,1,1,0.300000,0.229984,5.249589,60.000000,
8719.467121,523169,1,6,50,4,-1,-4,1,1,0.300000,-0.177690,-4.942260,60.000000,
8719.483788,523170,1,0,50,2,-1,-1,2,1,0.150000,0.093118,1.827948,60.000000,
8719.483788,523170,1,2,50,3,-1,-2,2,1,0.150000,-0.040775,-1.519375,60.000000,
8719.483788,523170,1,4,50,1,-1,-3,1,1,0.300000,0.230008,5.250212,60.000000,
8719.483788,523170,1,6,50,4,-1,-4,1,1,0.300000,-0.177666,-4.941638,60.000000,
8719.500455,523171,1,0,50,2,-1,-1,2,1,0.150000,0.093143,1.828570,60.000000,
8719.500455,523171,1,2,50,3,-1,-2,2,1,0.150000,-0.040750,-1.518753,60.000000,
8719.500455,523171,1,4,50,1,-1,-3,1,1,0.300000,0.230033,5.250834,60.000000,
8719.500455,523171,1,6,50,4,-1,-4,1,1,0.300000,-0.177641,-4.941016,60.000000,
8719.517121,523172,1,0,50,2,-1,-1,2,1,0.150000,0.093168,1.829191,60.000000,
8719.517121,523172,1,2,50,3,-1,-2,2,1,0.150000,-0.040725,-1.518132,60.000000,
8719.517121,523172,1,4,50,1,-1,-3,1,1,0.300000,0.230058,5.251455,60.000000,
8719.517121,523172,1,6,50,4,-1,-4,1,1,0.300000,-0.177616,-4.940395,60.000000,
8719.533788,523173,1,0,50,2,-1,-1,2,1,0.150000,0.093192,1.829812,60.000000,
8719.533788,523173,1,2,50,3,-1,-2,2,1,0.150000,-0.040700,-1.517511,60.000000,
8719.533788,523173,1,4,50,1,-1,-3,1,1,0.300000,0.230083,5.252075,60.000000,
8719.533788,523173,1,6,50,4,-1,-4,1,1,0.300000,-0.177591,-4.939775,60.000000,
8719.550455,523174,1,0,50,2,-1,-1,2,1,0.150000,0.093217,1.830432,60.000000,
8719.550455,523174,1,2,50,3,-1,-2,2,1,0.150000,-0.040676,-1.516891,60.000000,
8719.550455,523174,1,4,50,1,-1,-3,1,1,0.300000,0.230108,5.252696,60.000000,
8719.550455,523174,1,6,50,4,-1,-4,1,1,0.300000,-0.177566,-4.939154,60.000000,
8719.567121,523175,1,0,50,2,-1,-1,2,1,0.150000,0.093242,1.831052,60.000000,
8719.567121,523175,1,2,50,3,-1,-2,2,1,0.150000,-0.040651,-1.516271,60.000000,
8719.567121,523175,1,4,50,1,-1,-3,1,1,0.300000,0.230133,5.253315,60.000000,
8719.567121,523175,1,6,50,4,-1,-4,1,1,0.300000,-0.177541,-4.938534,60.000000,
8719.583788,523176,1,0,50,2,-1,-1,2,1,0.150000,0.093267,1.831672,60.000000,
8719.583788,523176,1,2,50,3,-1,-2,2,1,0.150000,-0.040626,-1.515652,60.000000,
8719.583788,523176,1,4,50,1,-1,-3,1,1,0.300000,0.230157,5.253935,60.000000,
8719.583788,523176,1,6,50,4,-1,-4,1,1,0.300000,-0.177517,-4.937915,60.000000,
8719.600455,523177,1,0,50,2,-1,-1,2,1,0.150000,0.093292,1.832291,60.000000,
8719.600455,523177,1,2,50,3,-1,-2,2,1,0.150000,-0.040601,-1.515033,60.000000,
8719.600455,523177,1,4,50,1,-1,-3,1,1,0.300000,0.230182,5.254554,60.000000,
8719.600455,523177,1,6,50,4,-1,-4,1,1,0.300000,-0.177492,-4.937296,60.000000,
8719.617121,523178,1,0,50,2,-1,-1,2,1,0.150000,0.093316,1.832909,60.000000,
8719.617121,523178,1,2,50,3,-1,-2,2,1,0.150000,-0.040577,-1.514414,60.000000,
8719.617121,523178,1,4,50,1,-1,-3,1,1,0.300000,0.230207,5.255172,60.000000,
8719.617121,523178,1,6,50,4,-1,-4,1,1,0.300000,-0.177467,-4.936677,60.000000,
8719.633788,523179,1,0,50,2,-1,-1,2,1,0.150000,0.093341,1.833527,60.000000,
8719.633788,523179,1,2,50,3,-1,-2,2,1,0.150000,-0.040552,-1.513796,60.000000,
8719.633788,523179,1,4,50,1,-1,-3,1,1,0.300000,0.230232,5.255790,60.000000,
8719.633788,523179,1,6,50,4,-1,-4,1,1,0.300000,-0.177442,-4.936059,60.000000,
8719.650455,523180,1,0,50,2,-1,-1,2,1,0.150000,0.093366,1.834145,60.000000,
8719.650455,523180,1,2,50,3,-1,-2,2,1,0.150000,-0.040527,-1.513178,60.000000,
8719.650455,523180,1,4,50,1,-1,-3,1,1,0.300000,0.230256,5.256408,60.000000,
8719.650455,523180,1,6,50,4,-1,-4,1,1,0.300000,-0.177418,-4.935442,60.000000,
8719.667121,523181,1,0,50,2,-1,-1,2,1,0.150000,0.093390,1.834762,60.000000,
8719.667121,523181,1,2,50,3,-1,-2,2,1,0.150000,-0.040502,-1.512561,60.000000,
8719.667121,523181,1,4,50,1,-1,-3,1,1,0.300000,0.230281,5.257025,60.000000,
8719.667121,523181,1,6,50,4,-1,-4,1,1,0.300000,-0.177393,-4.934824,60.000000,
8719.683788,523182,1,0,50,2,-1,-1,2,1,0.150000,0.093415,1.835379,60.000000,
8719.683788,523182,1,2,50,3,-1,-2,2,1,0.150000,-0.040478,-1.511945,60.000000,
8719.683788,523182,1,4,50,1,-1,-3,1,1,0.300000,0.230306,5.257642,60.000000,
8719.683788,523182,1,6,50,4,-1,-4,1,1,0.300000,-0.177368,-4.934208,60.000000,
8719.700455,523183,1,0,50,2,-1,-1,2,1,0.150000,0.093440,1.835995,60.000000,
8719.700455,523183,1,2,50,3,-1,-2,2,1,0.150000,-0.040453,-1.511328,60.000000,
8719.700455,523183,1,4,50,1,-1,-3,1,1,0.300000,0.230330,5.258258,60.000000,
8719.700455,523183,1,6,50,4,-1,-4,1,1,0.300000,-0.177344,-4.933592,60.000000,
8719.717121,523184,1,0,50,2,-1,-1,2,1,0.150000,0.093464,1.836611,60.000000,
8719.717121,523184,1,2,50,3,-1,-2,2,1,0.150000,-0.040429,-1.510713,60.000000,
8719.717121,523184,1,4,50,1,-1,-3,1,1,0.300000,0.230355,5.258874,60.000000,
8719.717121,523184,1,6,50,4,-1,-4,1,1,0.300000,-0.177319,-4.932976,60.000000,
8719.733788,523185,1,0,50,2,-1,-1,2,1,0.150000,0.093489,1.837226,60.000000,
8719.733788,523185,1,2,50,3,-1,-2,2,1,0.150000,-0.040404,-1.510097,60.000000,
8719.733788,523185,1,4,50,1,-1,-3,1,1,0.300000,0.230380,5.259489,60.000000,
8719.733788,523185,1,6,50,4,-1,-4,1,1,0.300000,-0.177294,-4.932361,60.000000,
8719.750455,523186,1,0,50,2,-1,-1,2,1,0.150000,0.093514,1.837841,60.000000,
8719.750455,523186,1,2,50,3,-1,-2,2,1,0.150000,-0.040379,-1.509483,60.000000,
8719.750455,523186,1,4,50,1,-1,-3,1,1,0.300000,0.230404,5.260104,60.000000,
8719.750455,523186,1,6,50,4,-1,-4,1,1,0.300000,-0.177270,-4.931746,60.000000,
8719.767121,523187,1,0,50,2,-1,-1,2,1,0.150000,0.093514,1.837841,60.000000,
8719.767121,523187,1,2,50,3,-1,-2,2,1,0.150000,-0.040379,-1.509483,60.000000,
8719.767121,523187,1,4,50,1,-1,-3,1,1,0.300000,0.230404,5.260104,60.000000,
8719.767121,523187,1,6,50,4,-1,-4,1,1,0.300000,-0.177270,-4.931746,60.000000,
8719.783788,523188,1,0,50,2,-1,-1,2,1,0.150000,0.093514,1.837841,60.000000,
8719.783788,523188,1,2,50,3,-1,-2,2,1,0.150000,-0.040379,-1.509483,60.000000,
8719.783788,523188,1,4,50,1,-1,-3,1,1,0.300000,0.230404,5.260104,60.000000,
8719.783788,523188,1,6,50,4,-1,-4,1,1,0.300000,-0.177270,-4.931746,60.000000,
8719.800455,523189,1,0,50,2,-1,-1,2,1,0.150000,0.093538,1.838455,60.000000,
8719.800455,523189,1,2,50,3,-1,-2,2,1,0.150000,-0.040355,-1.508868,60.000000,
8719.800455,523189,1,4,50,1,-1,-3,1,1,0.300000,0.230429,5.260718,60.000000,
8719.800455,523189,1,6,50,4,-1,-4,1,1,0.300000,-0.177245,-4.931131,60.000000,
8719.817121,523190,1,0,50,2,-1,-1,2,1,0.150000,0.093563,1.839069,60.000000,
8719.817121,523190,1,2,50,3,-1,-2,2,1,0.150000,-0.040330,-1.508254,60.000000,
8719.817121,523190,1,4,50,1,-1,-3,1,1,0.300000,0.230453,5.261332,60.000000,
8719.817121,523190,1,6,50,4,-1,-4,1,1,0.300000,-0.177221,-4.930518,60.000000,
8719.833788,523191,1,0,50,2,-1,-1,2,1,0.150000,0.093587,1.839684,60.000000,
8719.833788,523191,1,2,50,3,-1,-2,2,1,0.150000,-0.040306,-1.507639,60.000000,
8719.833788,523191,1,4,50,1,-1,-3,1,1,0.300000,0.230478,5.261947,60.000000,
8719.833788,523191,1,6,50,4,-1,-4,1,1,0.300000,-0.177196,-4.929903,60.000000,
8719.850455,523192,1,0,50,2,-1,-1,2,1,0.150000,0.093612,1.840301,60.000000,
8719.850455,523192,1,2,50,3,-1,-2,2,1,0.150000,-0.040281,-1.507022,60.000000,
8719.850455,523192,1,4,50,1,-1,-3,1,1,0.300000,0.230503,5.262565,60.000000,
8719.850455,523192,1,6,50,4,-1,-4,1,1,0.300000,-0.177171,-4.929285,60.000000,
8719.867121,523193,1,0,50,2,-1,-1,2,1,0.150000,0.093637,1.840920,60.000000,
8719.867121,523193,1,2,50,3,-1,-2,2,1,0.150000,-0.040256,-1.506403,60.000000,
8719.867121,523193,1,4,50,1,-1,-3,1,1,0.300000,0.230527,5.263183,60.000000,
8719.867121,523193,1,6,50,4,-1,-4,1,1,0.300000,-0.177147,-4.928667,60.000000,
8719.883788,523194,1,0,50,2,-1,-1,2,1,0.150000,0.093662,1.841540,60.000000,
8719.883788,523194,1,2,50,3,-1,-2,2,1,0.150000,-0.040231,-1.505783,60.000000,
8719.883788,523194,1,4,50,1,-1,-3,1,1,0.300000,0.230552,5.263803,60.000000,
8719.883788,523194,1,6,50,4,-1,-4,1,1,0.300000,-0.177122,-4.928047,60.000000,
8719.900455,523195,1,0,50,2,-1,-1,2,1,0.150000,0.093686,1.842161,60.000000,
8719.900455,523195,1,2,50,3,-1,-2,2,1,0.150000,-0.040206,-1.505162,60.000000,
8719.900455,523195,1,4,50,1,-1,-3,1,1,0.300000,0.230577,5.264424,60.000000,
8719.900455,523195,1,6,50,4,-1,-4,1,1,0.300000,-0.177097,-4.927425,60.000000,
8719.917121,523196,1,0,50,2,-1,-1,2,1,0.150000,0.093736,1.843406,60.000000,
8719.917121,523196,1,2,50,3,-1,-2,2,1,0.150000,-0.040157,-1.503917,60.000000,
8719.917121,523196,1,4,50,1,-1,-3,1,1,0.300000,0.230627,5.265670,60.000000,
8719.917121,523196,1,6,50,4,-1,-4,1,1,0.300000,-0.177047,-4.926180,60.000000,
8719.933788,523197,1,0,50,2,-1,-1,2,1,0.150000,0.093786,1.844655,60.000000,
8719.933788,523197,1,2,50,3,-1,-2,2,1,0.150000,-0.040107,-1.502668,60.000000,
8719.933788,523197,1,4,50,1,-1,-3,1,1,0.300000,0.230677,5.266919,60.000000,
8719.933788,523197,1,6,50,4,-1,-4,1,1,0.300000,-0.176997,-4.924931,60.000000,
8719.950455,523198,1,0,50,2,-1,-1,2,1,0.150000,0.093811,1.845279,60.000000,
8719.950455,523198,1,2,50,3,-1,-2,2,1,0.150000,-0.040082,-1.502044,60.000000,
8719.950455,523198,1,4,50,1,-1,-3,1,1,0.300000,0.230702,5.267542,60.000000,
8719.950455,523198,1,6,50,4,-1,-4,1,1,0.300000,-0.176972,-4.924308,60.000000,
8719.967121,523199,1,0,50,2,-1,-1,2,1,0.150000,0.093836,1.845900,60.000000,
8719.967121,523199,1,2,50,3,-1,-2,2,1,0.150000,-0.040057,-1.501423,60.000000,
8719.967121,523199,1,4,50,1,-1,-3,1,1,0.300000,0.230727,5.268164,60.000000,
8719.967121,523199,1,6,50,4,-1,-4,1,1,0.300000,-0.176947,-4.923687,60.000000,
8719.983788,523200,1,0,50,2,-1,-1,2,1,0.150000,0.093861,1.846520,60.000000,
8719.983788,523200,1,2,50,3,-1,-2,2,1,0.150000,-0.040032,-1.500803,60.000000,
8719.983788,523200,1,4,50,1,-1,-3,1,1,0.300000,0.230751,5.268784,60.000000,
8719.983788,523200,1,6,50,4,-1,-4,1,1,0.300000,-0.176923,-4.923066,60.000000,
8720.000455,523201,1,0,50,2,-1,-1,2,1,0.150000,0.093886,1.847139,60.000000,
8720.000455,523201,1,2,50,3,-1,-2,2,1,0.150000,-0.040007,-1.500184,60.000000,
8720.000455,523201,1,4,50,1,-1,-3,1,1,0.300000,0.230776,5.269402,60.000000,
8720.000455,523201,1,6,50,4,-1,-4,1,1,0.300000,-0.176898,-4.922448,60.000000,
8720.017121,523202,1,0,50,2,-1,-1,2,1,0.150000,0.093910,1.847756,60.000000,
8720.017121,523202,1,2,50,3,-1,-2,2,1,0.150000,-0.039983,-1.499567,60.000000,
8720.017121,523202,1,4,50,1,-1,-3,1,1,0.300000,0.230801,5.270020,60.000000,
8720.017121,523202,1,6,50,4,-1,-4,1,1,0.300000,-0.176873,-4.921830,60.000000,
8720.033788,523203,1,0,50,2,-1,-1,2,1,0.150000,0.093935,1.848372,60.000000,
8720.033788,523203,1,2,50,3,-1,-2,2,1,0.150000,-0.039958,-1.498951,60.000000,
8720.033788,523203,1,4,50,1,-1,-3,1,1,0.300000,0.230825,5.270636,60.000000,
8720.033788,523203,1,6,50,4,-1,-4,1,1,0.300000,-0.176849,-4.921214,60.000000,
8720.050455,523204,1,0,50,2,-1,-1,2,1,0.150000,0.093960,1.848987,60.000000,
8720.050455,523204,1,2,50,3,-1,-2,2,1,0.150000,-0.039933,-1.498336,60.000000,
8720.050455,523204,1,4,50,1,-1,-3,1,1,0.300000,0.230850,5.271251,60.000000,
8720.050455,523204,1,6,50,4,-1,-4,1,1,0.300000,-0.176824,-4.920599,60.000000,
8720.067121,523205,1,0,50,2,-1,-1,2,1,0.150000,0.093984,1.849601,60.000000,
8720.067121,523205,1,2,50,3,-1,-2,2,1,0.150000,-0.039909,-1.497722,60.000000,
8720.067121,523205,1,4,50,1,-1,-3,1,1,0.300000,0.230875,5.271864,60.000000,
8720.067121,523205,1,6,50,4,-1,-4,1,1,0.300000,-0.176799,-4.919985,60.000000,
8720.083788,523206,1,0,50,2,-1,-1,2,1,0.150000,0.094009,1.850214,60.000000,
8720.083788,523206,1,2,50,3,-1,-2,2,1,0.150000,-0.039884,-1.497109,60.000000,
8720.083788,523206,1,4,50,1,-1,-3,1,1,0.300000,0.230899,5.272477,60.000000,
8720.083788,523206,1,6,50,4,-1,-4,1,1,0.300000,-0.176775,-4.919373,60.000000,
8720.100455,523207,1,0,50,2,-1,-1,2,1,0.150000,0.094033,1.850825,60.000000,
8720.100455,523207,1,2,50,3,-1,-2,2,1,0.150000,-0.039860,-1.496498,60.000000,
8720.100455,523207,1,4,50,1,-1,-3,1,1,0.300000,0.230924,5.273088,60.000000,
8720.100455,523207,1,6,50,4,-1,-4,1,1,0.300000,-0.176750,-4.918761,60.000000,
